round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Gael Monfils,1-6 6-3 6-4 7-6(6),2005,m,Gael Monfils,Robby Ginepri,FRA,USA,54%,63%,15,3,8,3,79%,66%,48%,64%,,,,,,,50%,80%,36%,38%,125,131,48,31,39,28,75%,44%
First,Michal Tabara,3-6 6-2 6-3 6-3,2005,m,Michal Tabara,Thomas Enqvist,CZE,SWE,42%,51%,14,7,9,7,73%,67%,51%,38%,,,,,,,53%,31%,47%,40%,121,103,37,26,42,49,82%,47%
First,Paradorn Srichaphan,1-6 6-2 7-5 6-4,2005,m,Paradorn Srichaphan,Potito Starace,THA,ITA,61%,75%,9,7,2,2,70%,62%,52%,61%,202,201,185,180,151,151,32%,57%,39%,38%,121,122,45,31,57,41,55%,60%
First,Agustin Calleri,6-4 5-7 6-4 4-6 6-4,2005,m,Agustin Calleri,Max Mirnyi,ARG,BLR,60%,69%,15,16,10,4,74%,77%,62%,52%,,,,,,,71%,50%,32%,35%,154,157,71,53,48,44,79%,60%
First,Taylor Dent,7-5 6-2 6-4,2005,m,Taylor Dent,Florent Serra,USA,FRA,65%,67%,8,3,9,5,78%,55%,36%,50%,,,,,,,64%,60%,47%,37%,102,83,42,22,32,19,64%,59%
First,Jarkko Nieminen,3-6 6-4 6-3 6-2,2005,m,Jarkko Nieminen,Davide Sanguinetti,FIN,ITA,62%,66%,3,5,3,2,71%,63%,61%,42%,,,,,,,70%,57%,44%,33%,107,86,23,24,33,41,71%,73%
First,Janko Tipsarevic,7-6(4) 7-6(6) 3-6 6-1,2005,m,Janko Tipsarevic,Daniele Bracciali,SRB,ITA,54%,42%,10,12,6,6,70%,72%,63%,58%,,,,,,,71%,44%,39%,36%,143,135,42,47,57,62,76%,52%
First,Mario Ancic,6-3 6-2 6-1,2005,m,Mario Ancic,Oscar Hernandez,CRO,ESP,68%,53%,10,0,1,6,80%,57%,75%,49%,,,,,,,35%,-,51%,23%,95,58,32,10,19,32,76%,71%
First,Tommy Robredo,5-7 6-2 6-4 6-2,2005,m,Tommy Robredo,Scott Draper,ESP,AUS,60%,62%,5,5,3,3,74%,64%,59%,43%,201,197,176,172,135,135,50%,40%,45%,34%,122,99,40,25,39,36,62%,61%
First,Bjorn Phau,6-3 7-6(4) 6-3,2005,m,Bjorn Phau,Albert Costa,GER,ESP,52%,61%,7,2,3,3,67%,54%,66%,47%,,,,,,,44%,50%,50%,36%,124,100,47,20,30,46,75%,45%
First,Ivan Ljubicic,6-4 6-3 6-3,2005,m,Ivan Ljubicic,Luis Horna,CRO,PER,64%,77%,14,6,2,4,84%,63%,80%,42%,,,,,,,57%,0%,42%,17%,93,60,40,21,19,27,73%,50%
First,Tommy Haas,6-3 6-2 6-3,2005,m,Tommy Haas,Xavier Malisse,GER,BEL,59%,49%,10,10,0,1,87%,62%,70%,48%,201,204,185,183,143,143,36%,0%,46%,20%,100,69,33,29,27,35,72%,40%
First,Mardy Fish,2-6 6-0 6-4 4-6 9-7,2005,m,Mardy Fish,Juan Monaco,USA,ARG,54%,69%,19,6,8,2,78%,60%,46%,57%,217,201,193,175,151,151,44%,45%,41%,37%,168,155,69,33,81,46,67%,64%
First,Roger Federer,6-1 6-1 6-2,2005,m,Roger Federer,Fabrice Santoro,SUI,FRA,60%,69%,4,1,1,2,80%,49%,56%,43%,204,193,178,159,138,138,39%,0%,53%,29%,100,66,54,9,23,20,76%,40%
First,Marcos Baghdatis,6-1 3-6 6-1 3-6 6-3,2005,m,Marcos Baghdatis,Federico Luzzi,CYP,ITA,58%,55%,12,6,3,10,71%,68%,63%,49%,,,,,,,40%,25%,44%,34%,147,121,56,41,40,44,59%,67%
First,Guillermo Garcia-Lopez,7-5 6-3 3-6 6-3,2005,m,Guillermo Garcia-Lopez,Carlos Moya,ESP,ESP,51%,64%,13,6,6,4,69%,69%,61%,45%,207,212,193,181,143,143,50%,19%,39%,35%,125,113,43,31,46,49,79%,61%
First,Karol Beck,6-2 6-2 6-1,2005,m,Karol Beck,Todd Reid,SVK,AUS,40%,66%,9,3,8,3,81%,54%,57%,39%,193,196,175,170,135,135,41%,0%,51%,34%,105,74,38,11,33,38,94%,37%
First,Joachim Johansson,7-6(6) 6-2 6-3,2005,m,Joachim Johansson,Sjeng Schalken,SWE,NED,58%,71%,17,7,3,3,84%,70%,72%,41%,228,183,194,168,149,149,67%,0%,38%,21%,97,74,43,16,38,23,86%,67%
First,Andre Agassi,6-4 6-3 6-0,2005,m,Andre Agassi,Dieter Kindlmann,USA,GER,59%,51%,8,6,5,5,85%,53%,65%,42%,201,194,173,181,146,146,35%,50%,55%,28%,108,68,33,21,26,33,75%,67%
