round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Guillermo Garcia-Lopez,7-6(4) 6-3 7-6(4),2006,m,Guillermo Garcia-Lopez,Taylor Dent,ESP,USA,64%,52%,9,13,4,7,79%,80%,47%,43%,202,231,183,204,172,172,67%,38%,38%,32%,108,94,44,38,12,26,70%,58%
First,Tommy Robredo,6-4 7-6(6) 6-3,2006,m,Tommy Robredo,Jiri Vanek,ESP,CZE,72%,66%,10,8,4,10,73%,71%,55%,37%,,,,,,,27%,20%,41%,32%,116,99,35,46,17,44,69%,72%
First,David Nalbandian,6-2 6-2 1-6 6-7(4) 6-1,2006,m,David Nalbandian,Danai Udomchoke,ARG,THA,62%,56%,5,10,6,11,66%,64%,44%,38%,194,197,167,175,146,146,60%,24%,44%,41%,165,150,47,35,61,54,78%,50%
First,Tomas Berdych,7-5 6-3 6-7(2) 6-1,2006,m,Tomas Berdych,Bobby Reynolds,CZE,USA,53%,57%,24,10,7,10,80%,67%,45%,42%,,,,,,,67%,20%,44%,36%,147,124,59,30,58,47,63%,62%
First,Dmitry Tursunov,5-7 6-3 6-4 7-5,2006,m,Dmitry Tursunov,Tim Henman,RUS,GBR,56%,65%,7,5,8,5,73%,60%,40%,43%,218,205,194,180,151,151,50%,38%,46%,42%,153,140,67,39,41,31,56%,56%
First,Jimmy Wang,6-2 7-5 4-1 ret.,2006,m,Jimmy Wang,Mariano Zabaleta,TPE,ARG,61%,51%,4,3,2,8,72%,60%,66%,42%,202,201,181,181,148,148,35%,29%,49%,31%,97,70,20,22,18,52,70%,63%
First,James Blake,6-2 6-3 4-6 7-6(4),2006,m,James Blake,Jose Acasuso,USA,ARG,55%,53%,11,11,2,3,70%,64%,53%,53%,204,212,186,194,151,151,35%,31%,41%,38%,134,123,43,45,40,42,78%,63%
First,Julien Benneteau,6-2 6-1 3-0 ret.,2006,m,Julien Benneteau,Marcos Daniel,FRA,BRA,70%,72%,4,2,1,3,74%,49%,80%,29%,,,,,,,60%,0%,57%,24%,72,38,25,9,14,25,92%,71%
First,Philipp Kohlschreiber,7-5 6-2 6-4,2006,m,Philipp Kohlschreiber,Lukas Dlouhy,GER,CZE,54%,55%,12,8,1,2,84%,57%,59%,50%,,,,,,,38%,29%,46%,27%,102,72,37,24,23,37,60%,52%
First,Stanislas Wawrinka,4-6 6-2 6-3 6-0,2006,m,Stanislas Wawrinka,Albert Montanes,SUI,ESP,53%,60%,10,6,6,4,85%,64%,51%,56%,,,,,,,75%,50%,40%,31%,106,86,37,22,40,37,64%,56%
First,Jarkko Nieminen,6-2 6-3 6-1,2006,m,Jarkko Nieminen,Marc Kimmich,FIN,AUS,73%,46%,2,4,2,4,73%,58%,48%,42%,,,,,,,88%,50%,51%,34%,85,59,23,24,23,30,91%,56%
First,Denis Gremelmayr,3-6 6-2 6-0 6-1,2006,m,Denis Gremelmayr,Jonas Bjorkman,GER,SWE,55%,53%,8,4,2,6,75%,54%,55%,39%,,,,,,,73%,40%,53%,34%,113,78,35,27,19,53,60%,60%
First,Ivan Ljubicic,7-6(5) 6-4 7-6(3),2006,m,Ivan Ljubicic,Chris Guccione,CRO,AUS,63%,61%,13,23,1,5,84%,82%,66%,46%,210,222,189,199,156,156,20%,33%,32%,23%,117,103,50,45,9,17,75%,60%
First,Andrei Pavel,6-4 7-6(5) 4-6 3-6 6-4,2006,m,Andrei Pavel,Carlos Moya,ROU,ESP,68%,55%,0,8,3,4,70%,70%,41%,47%,202,217,175,178,144,144,27%,75%,39%,39%,161,166,44,54,55,66,69%,60%
First,Xavier Malisse,7-5 5-7 6-4 6-2,2006,m,Xavier Malisse,Mikhail Youzhny,BEL,RUS,49%,50%,7,3,2,9,75%,63%,50%,44%,,,,,,,47%,46%,46%,38%,137,115,31,37,37,67,81%,62%
First,Andy Roddick,6-4 6-2 6-2,2006,m,Andy Roddick,Michael Lammer,USA,SUI,58%,58%,7,2,2,2,85%,60%,45%,35%,218,196,201,181,143,143,67%,33%,50%,32%,91,62,29,19,23,26,56%,59%
First,Marcos Baghdatis,7-6(6) 7-5 6-0,2006,m,Marcos Baghdatis,Justin Gimelstob,CYP,USA,46%,54%,4,8,4,4,87%,60%,56%,46%,,,,,,,40%,50%,46%,30%,110,85,40,26,21,34,38%,49%
First,Gilles Simon,7-6(6) 6-2 3-6 4-6 6-3,2006,m,Gilles Simon,Nicolas Massu,FRA,CHI,53%,59%,8,7,3,4,67%,63%,50%,47%,,,,,,,38%,41%,44%,41%,180,172,61,44,65,73,72%,71%
