round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Juan Carlos Ferrero,3-0 ret.,2007,m,Juan Carlos Ferrero,Jan Hajek,ESP,CZE,70%,40%,4,1,1,0,100%,50%,33%,0%,,,,,,,50%,-,80%,20%,12,3,6,0,2,3,,
First,Novak Djokovic,6-1 6-1 6-0,2007,m,Novak Djokovic,Nicolas Massu,SRB,CHI,68%,54%,5,1,1,4,83%,46%,58%,38%,,,,,,,53%,0%,58%,25%,84,44,36,11,15,20,85%,40%
First,Marc Gicquel,3-6 6-7(1) 6-4 6-1 6-0,2007,m,Marc Gicquel,Alun Jones,FRA,AUS,56%,59%,14,5,4,6,73%,54%,54%,51%,,,,,,,63%,33%,47%,35%,156,127,53,45,49,60,51%,59%
First,Lukas Dlouhy,6-3 6-1 6-7(5) 6-7(5) 16-14,2007,m,Lukas Dlouhy,Teimuraz Gabashvili,CZE,RUS,63%,57%,17,13,8,11,73%,66%,41%,44%,,,,,,,52%,47%,43%,38%,256,234,97,76,81,64,57%,57%
First,Mardy Fish,4-6 7-6(2) 6-4 6-4,2007,m,Mardy Fish,Ivan Ljubicic,USA,CRO,48%,57%,13,28,1,2,79%,85%,59%,47%,,,,,,,50%,14%,31%,31%,136,129,45,54,33,31,67%,80%
First,Radek Stepanek,6-2 6-4 6-0,2007,m,Radek Stepanek,Michael Llodra,CZE,FRA,71%,71%,15,1,1,1,93%,56%,65%,38%,,,,,,,55%,0%,49%,16%,90,51,56,15,14,21,78%,48%
First,Florent Serra,7-5 6-2 6-4,2007,m,Florent Serra,Nicolas Devilder,FRA,FRA,51%,52%,4,7,1,2,68%,61%,64%,52%,,,,,,,33%,25%,43%,34%,110,95,36,21,55,25,52%,50%
First,Sam Querrey,6-7(2) 6-4 6-1 6-3,2007,m,Sam Querrey,Jose Acasuso,USA,ARG,56%,52%,20,13,5,3,84%,68%,45%,53%,,,,,,,46%,10%,39%,33%,128,113,51,44,37,42,43%,59%
First,Gael Monfils,7-6(2) 6-7(9) 6-4 7-6(5),2007,m,Gael Monfils,Daniele Bracciali,FRA,ITA,54%,59%,25,11,1,1,86%,70%,68%,57%,,,,,,,30%,25%,36%,23%,174,147,52,55,38,76,67%,60%
First,Amer Delic,6-3 6-0 6-2,2007,m,Amer Delic,Gilles Simon,BIH,FRA,49%,51%,7,1,1,6,84%,51%,53%,41%,,,,,,,80%,33%,54%,32%,84,55,27,16,23,30,58%,67%
First,Dudi Sela,6-4 6-2 6-2,2007,m,Dudi Sela,Paradorn Srichaphan,ISR,THA,63%,58%,0,0,4,8,75%,55%,47%,43%,,,,,,,37%,40%,50%,36%,96,73,18,22,30,55,60%,59%
First,Guillermo Garcia-Lopez,1-1 ret.,2007,m,Guillermo Garcia-Lopez,Joachim Johansson,ESP,SWE,75%,50%,0,0,0,1,83%,80%,0%,40%,,,,,,,-,-,40%,38%,9,9,3,3,,,0%,75%
First,Richard Gasquet,6-4 6-4 6-2,2007,m,Richard Gasquet,Filippo Volandri,FRA,ITA,64%,59%,4,3,3,3,65%,54%,43%,41%,,,,,,,50%,57%,51%,43%,99,85,30,43,26,34,60%,65%
First,Tommy Robredo,6-4 6-4 6-0,2007,m,Tommy Robredo,Ruben Ramirez-Hidalgo,ESP,ESP,68%,50%,10,4,2,8,84%,63%,52%,39%,,,,,,,86%,100%,49%,26%,85,56,27,24,19,32,64%,64%
