round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
First,Sjeng Schalken,7-5 6-3 6-1,2004,m,Sjeng Schalken,Kenneth Carlsen,NED,DEN,83%,59%,3,6,1,5,75%,71%,53%,41%,,,,,,,63%,0%,41%,28%,97,73,19,25,22,48,65%,67%
First,Galo Blanco,4-1 ret.,2004,m,Galo Blanco,Younes El Aynaoui,ESP,MAR,53%,67%,2,3,1,2,88%,50%,43%,25%,185,196,145,178,149,149,40%,0%,58%,33%,24,15,7,6,5,16,,
First,Paradorn Srichaphan,7-5 6-4 6-0,2004,m,Paradorn Srichaphan,Jose Acasuso,THA,ARG,54%,57%,11,7,5,5,86%,56%,62%,54%,196,204,177,178,149,149,56%,0%,45%,25%,101,70,35,23,20,36,63%,60%
First,Dominik Hrbaty,6-3 6-3 6-3,2004,m,Dominik Hrbaty,Flavio Saretta,SVK,BRA,71%,48%,4,7,2,5,67%,65%,70%,37%,,,,,,,50%,40%,49%,33%,98,71,19,23,34,55,57%,75%
First,Jan-Michael Gambill,6-2 6-3 ret.,2004,m,Jan-Michael Gambill,Gregory Carraz,USA,FRA,67%,48%,18,2,0,8,79%,67%,58%,46%,,,,,,,43%,0%,44%,28%,63,44,36,12,9,13,53%,67%
First,Robin Soderling,4-6 4-6 7-5 6-3 6-4,2004,m,Robin Soderling,Rainer Schuettler,SWE,GER,64%,63%,10,12,4,4,71%,71%,56%,53%,204,193,185,167,143,143,33%,50%,36%,34%,158,155,54,47,72,45,60%,71%
First,Thomas Enqvist,4-6 6-4 6-4 7-6(6),2004,m,Thomas Enqvist,Vince Spadea,SWE,USA,58%,62%,10,10,9,1,78%,66%,48%,60%,,,,,,,40%,50%,36%,35%,142,139,60,28,69,39,65%,40%
First,Marat Safin,6-2 3-6 6-3 6-4,2004,m,Marat Safin,Brian Vahaly,RUS,USA,58%,59%,19,1,2,9,74%,67%,59%,49%,208,177,192,152,136,136,45%,25%,40%,32%,127,109,64,25,55,31,62%,64%
First,Chris Guccione,6-3 7-6(3) 6-2,2004,m,Chris Guccione,Alun Jones,AUS,AUS,53%,59%,11,5,4,4,80%,70%,55%,46%,217,183,191,163,142,142,29%,20%,40%,31%,110,90,38,34,33,20,65%,60%
First,Jarkko Nieminen,6-1 6-7(5) 6-2 6-3,2004,m,Jarkko Nieminen,Nicolas Massu,FIN,CHI,62%,59%,4,5,5,10,71%,62%,56%,38%,190,201,158,170,134,134,57%,17%,47%,35%,138,105,27,35,45,75,68%,59%
First,Ivan Ljubicic,7-6(2) 6-4 5-7 6-2,2004,m,Ivan Ljubicic,Dmitry Tursunov,CRO,RUS,59%,54%,5,7,2,7,67%,66%,70%,57%,,,,,,,27%,40%,38%,32%,148,135,35,45,38,50,68%,50%
First,David Ferrer,7-6(4) 6-1 6-3,2004,m,David Ferrer,Gilles Muller,ESP,LUX,55%,51%,4,4,5,8,79%,69%,50%,39%,,,,,,,75%,29%,46%,34%,100,77,21,23,27,45,55%,55%
First,Karol Beck,6-4 6-0 2-6 6-4,2004,m,Karol Beck,Stefan Koubek,SVK,AUT,52%,71%,7,3,6,2,81%,55%,35%,35%,,,,,,,62%,56%,50%,41%,114,95,27,18,50,44,81%,50%
First,Olivier Patience,4-6 4-6 7-6(4) 6-1 6-2,2004,m,Olivier Patience,Igor Andreev,FRA,RUS,58%,51%,7,6,4,9,69%,72%,54%,50%,,,,,,,44%,80%,39%,37%,143,140,30,58,41,74,68%,73%
First,Nikolay Davydenko,6-7(6) 4-6 6-4 6-1 6-2,2004,m,Nikolay Davydenko,Arnaud Clement,RUS,FRA,71%,52%,10,8,3,5,70%,70%,46%,50%,190,188,159,163,134,134,35%,16%,40%,37%,166,153,53,36,51,61,52%,56%
First,Robby Ginepri,7-5 6-3 6-3,2004,m,Robby Ginepri,Luis Horna,USA,PER,57%,64%,16,12,5,4,82%,64%,57%,47%,196,211,166,170,144,144,25%,20%,43%,29%,113,94,53,38,24,36,60%,60%
First,James Blake,6-1 6-4 6-4,2004,m,James Blake,Ivan Miranda,USA,PER,56%,63%,8,2,5,1,74%,64%,59%,41%,212,193,186,171,136,136,45%,13%,45%,32%,96,75,36,13,41,21,68%,50%
First,Juan Ignacio Chela,6-4 6-3 3-6 6-3,2004,m,Juan Ignacio Chela,Irakli Labadze,ARG,GEO,71%,70%,2,2,2,10,66%,68%,56%,39%,,,,,,,83%,33%,40%,37%,118,108,15,55,16,58,50%,68%
